action_type,combined_shot_type,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Jump Bank Shot,Jump Shot,4,1,1,2003-04,16,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Fadeaway Jump Shot,Jump Shot,3,1,1,2003-04,40,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-04-28,LAL vs. HOU,HOU
Reverse Layup Shot,Layup,0,1,1,2003-04,54,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Layup Shot,Layup,11,2,1,2003-04,27,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Reverse Dunk Shot,Dunk,9,2,1,2003-04,43,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Turnaround Jump Shot,Jump Shot,7,2,1,2003-04,40,13,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2004-04-28,LAL vs. HOU,HOU
Jump Shot,Jump Shot,6,2,1,2003-04,24,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Layup Shot,Layup,6,2,1,2003-04,22,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Driving Layup Shot,Layup,4,2,1,2003-04,53,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Layup Shot,Layup,4,2,1,2003-04,18,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Driving Layup Shot,Layup,6,3,1,2003-04,32,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Jump Shot,Jump Shot,5,3,1,2003-04,16,8,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2004-04-28,LAL vs. HOU,HOU
Fadeaway Jump Shot,Jump Shot,1,3,1,2003-04,48,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-04-28,LAL vs. HOU,HOU
Jump Shot,Jump Shot,1,3,1,2003-04,9,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-04-28,LAL vs. HOU,HOU
Running Jump Shot,Jump Shot,10,4,1,2003-04,23,8,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-04-28,LAL vs. HOU,HOU
Jump Shot,Jump Shot,7,4,1,2003-04,49,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-04-28,LAL vs. HOU,HOU
Jump Shot,Jump Shot,7,4,1,2003-04,13,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-04-28,LAL vs. HOU,HOU
Jump Shot,Jump Shot,6,4,1,2003-04,38,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-04-28,LAL vs. HOU,HOU
Layup Shot,Layup,11,1,1,2003-04,15,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,10,1,1,2003-04,30,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-02,LAL @ SAS,SAS
Layup Shot,Layup,9,1,1,2003-04,44,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,4,1,1,2003-04,21,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-02,LAL @ SAS,SAS
Layup Shot,Layup,9,2,1,2003-04,38,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Layup Shot,Layup,9,2,1,2003-04,36,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,9,2,1,2003-04,14,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,3,2,1,2003-04,14,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,1,2,1,2003-04,59,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-02,LAL @ SAS,SAS
Driving Layup Shot,Layup,11,3,1,2003-04,36,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,10,3,1,2003-04,0,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,9,3,1,2003-04,17,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,7,3,1,2003-04,52,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,7,3,1,2003-04,2,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-05-02,LAL @ SAS,SAS
Layup Shot,Layup,6,3,1,2003-04,43,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,5,3,1,2003-04,26,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2004-05-02,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,3,3,1,2003-04,52,14,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,2,3,1,2003-04,44,10,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,1,3,1,2003-04,40,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,0,3,1,2003-04,40,17,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,11,4,1,2003-04,39,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-02,LAL @ SAS,SAS
Driving Layup Shot,Layup,11,4,1,2003-04,0,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,9,4,1,2003-04,40,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,7,4,1,2003-04,13,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,4,4,1,2003-04,15,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-02,LAL @ SAS,SAS
Jump Shot,Jump Shot,1,4,1,2003-04,45,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-02,LAL @ SAS,SAS
Layup Shot,Layup,9,1,1,2003-04,54,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Layup Shot,Layup,9,1,1,2003-04,51,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Reverse Layup Shot,Layup,7,1,1,2003-04,3,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Driving Layup Shot,Layup,3,1,1,2003-04,53,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Jump Shot,Jump Shot,8,2,1,2003-04,19,19,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-05,LAL @ SAS,SAS
Running Jump Shot,Jump Shot,11,3,1,2003-04,46,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,10,3,1,2003-04,1,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-05,LAL @ SAS,SAS
Reverse Layup Shot,Layup,7,3,1,2003-04,41,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Driving Layup Shot,Layup,6,3,1,2003-04,32,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Running Jump Shot,Jump Shot,5,3,1,2003-04,50,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Turnaround Jump Shot,Jump Shot,4,3,1,2003-04,40,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-05,LAL @ SAS,SAS
Jump Shot,Jump Shot,0,3,1,2003-04,2,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-05,LAL @ SAS,SAS
Running Layup Shot,Layup,10,4,1,2003-04,32,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Jump Shot,Jump Shot,6,4,1,2003-04,16,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-05,LAL @ SAS,SAS
Turnaround Jump Shot,Jump Shot,5,4,1,2003-04,34,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-05,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,4,4,1,2003-04,57,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-05,LAL @ SAS,SAS
Driving Layup Shot,Layup,1,4,1,2003-04,44,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-05,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,11,1,1,2003-04,43,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,8,1,1,2003-04,7,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,1,1,2003-04,29,25,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,0,1,1,2003-04,42,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-09,LAL vs. SAS,SAS
Fadeaway Jump Shot,Jump Shot,10,2,1,2003-04,27,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,2,1,2003-04,58,19,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,2,1,2003-04,17,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,3,2,1,2003-04,38,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,0,2,1,2003-04,0,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,3,1,2003-04,47,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,3,1,2003-04,15,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,3,1,2003-04,6,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,6,4,1,2003-04,37,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2004-05-09,LAL vs. SAS,SAS
Jump Shot,Jump Shot,9,1,1,2003-04,47,23,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,8,1,1,2003-04,5,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-11,LAL vs. SAS,SAS
Layup Shot,Layup,5,1,1,2003-04,49,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,2,1,1,2003-04,24,22,,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2004-05-11,LAL vs. SAS,SAS
Layup Shot,Layup,0,1,1,2003-04,5,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Driving Dunk Shot,Dunk,7,2,1,2003-04,42,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Running Jump Shot,Jump Shot,6,2,1,2003-04,59,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,6,2,1,2003-04,10,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,2,1,2003-04,40,20,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-11,LAL vs. SAS,SAS
Turnaround Jump Shot,Jump Shot,3,2,1,2003-04,36,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Layup Shot,Layup,3,2,1,2003-04,11,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,0,2,1,2003-04,0,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-11,LAL vs. SAS,SAS
Fadeaway Jump Shot,Jump Shot,9,3,1,2003-04,46,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Bank Shot,Jump Shot,9,3,1,2003-04,14,11,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,3,1,2003-04,50,21,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-11,LAL vs. SAS,SAS
Layup Shot,Layup,1,3,1,2003-04,56,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Driving Dunk Shot,Dunk,0,3,1,2003-04,23,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,11,4,1,2003-04,48,15,,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,8,4,1,2003-04,55,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-11,LAL vs. SAS,SAS
Reverse Layup Shot,Layup,8,4,1,2003-04,10,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Bank Shot,Jump Shot,5,4,1,2003-04,37,10,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-11,LAL vs. SAS,SAS
Fadeaway Jump Shot,Jump Shot,5,4,1,2003-04,1,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,3,4,1,2003-04,26,16,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2004-05-11,LAL vs. SAS,SAS
Driving Finger Roll Shot,Layup,2,4,1,2003-04,51,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,2,4,1,2003-04,14,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,1,4,1,2003-04,51,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-11,LAL vs. SAS,SAS
Jump Shot,Jump Shot,0,4,1,2003-04,31,18,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-11,LAL vs. SAS,SAS
Fadeaway Jump Shot,Jump Shot,10,1,1,2003-04,7,9,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,9,1,1,2003-04,16,22,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Layup Shot,Layup,5,1,1,2003-04,14,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-13,LAL @ SAS,SAS
Driving Layup Shot,Layup,4,1,1,2003-04,19,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,2,1,1,2003-04,17,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,0,1,1,2003-04,17,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,11,2,1,2003-04,19,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,10,2,1,2003-04,34,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2004-05-13,LAL @ SAS,SAS
Turnaround Jump Shot,Jump Shot,8,2,1,2003-04,58,16,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,8,2,1,2003-04,32,23,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,7,2,1,2003-04,26,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,2,2,1,2003-04,22,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Dunk Shot,Dunk,1,2,1,2003-04,48,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,1,2,1,2003-04,19,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,10,3,1,2003-04,52,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-13,LAL @ SAS,SAS
Driving Layup Shot,Layup,9,3,1,2003-04,46,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,7,3,1,2003-04,47,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,5,3,1,2003-04,41,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,1,3,1,2003-04,31,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,0,3,1,2003-04,0,71,0.0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,10,4,1,2003-04,33,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,6,4,1,2003-04,30,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,5,4,1,2003-04,44,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,3,4,1,2003-04,50,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,3,4,1,2003-04,2,20,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,0,4,1,2003-04,53,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2004-05-13,LAL @ SAS,SAS
Jump Shot,Jump Shot,0,4,1,2003-04,11,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-13,LAL @ SAS,SAS
Layup Shot,Layup,7,1,1,2003-04,25,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-15,LAL vs. SAS,SAS
Fadeaway Jump Shot,Jump Shot,4,1,1,2003-04,40,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-15,LAL vs. SAS,SAS
Reverse Layup Shot,Layup,4,1,1,2003-04,24,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,2,1,1,2003-04,2,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2004-05-15,LAL vs. SAS,SAS
Driving Finger Roll Shot,Layup,1,1,1,2003-04,30,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-15,LAL vs. SAS,SAS
Layup Shot,Layup,4,2,1,2003-04,51,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,2,1,2003-04,8,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,0,2,1,2003-04,31,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,0,2,1,2003-04,0,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,8,3,1,2003-04,29,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,6,3,1,2003-04,35,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2004-05-15,LAL vs. SAS,SAS
Driving Layup Shot,Layup,5,3,1,2003-04,35,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,3,1,2003-04,15,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,1,3,1,2003-04,37,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,0,3,1,2003-04,41,8,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2004-05-15,LAL vs. SAS,SAS
Driving Layup Shot,Layup,6,4,1,2003-04,50,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,5,4,1,2003-04,36,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,4,4,1,2003-04,10,18,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-15,LAL vs. SAS,SAS
Driving Dunk Shot,Dunk,1,4,1,2003-04,52,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,1,4,1,2003-04,17,8,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2004-05-15,LAL vs. SAS,SAS
Jump Shot,Jump Shot,9,1,1,2003-04,22,8,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2004-05-21,LAL @ MIN,MIN
Running Jump Shot,Jump Shot,5,1,1,2003-04,11,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-21,LAL @ MIN,MIN
Driving Layup Shot,Layup,0,1,1,2003-04,24,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,11,2,1,2003-04,47,9,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,10,2,1,2003-04,56,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2004-05-21,LAL @ MIN,MIN
Reverse Layup Shot,Layup,9,2,1,2003-04,19,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,8,2,1,2003-04,46,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2004-05-21,LAL @ MIN,MIN
Layup Shot,Layup,0,2,1,2003-04,44,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,11,3,1,2003-04,37,8,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,8,3,1,2003-04,54,21,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,8,3,1,2003-04,23,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2004-05-21,LAL @ MIN,MIN
Jump Shot,Jump Shot,7,3,1,2003-04,56,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2004-05-21,LAL @ MIN,MIN
Running Jump Shot,Jump Shot,3,3,1,2003-04,58,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2004-05-21,LAL @ MIN,MIN
